WINTER 13 : 6/11/2013 6:18:32 PM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Title: All Classes ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Non-Clustered Classes: ,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
4540,NUR 217  04,NURSING PRACTICE VIII,5,WTh,2:30 PM,-,"Mendoza, e. ",3,/,9,0,1,1,
4544,NUR 217  06,NURSING PRACTICE V,5,WTh,2:30 PM,-,"Ryland, m. ",7,/,9,0,2.3,1.7,
4538,NUR 217  03,NURSING PRACTICE VIII,5,WTh,2:30 PM,-,Baughman ,8,/,9,0,2.7,2.7,
4542,NUR 217  05,NURSING PRACTICE V,5,WTh,2:30 PM,-,"Reyes, nolan",8,/,9,0,2.7,2.7,
4546,NUR 220  01,HEALTH PROM/MANAGING CAR,2,MT,11:30 AM,BE 3201,Cancel 11/24,0,/,25,0,0,0,
4549,NUR 220  02,HEALTH PROM/MANAGING CAR,2,MT,10:00 AM,BE 3202,STAFF,0,/,25,0,0,0,
4849,NUR 220  02,HEALTH PROM/MANAGING CAR,2,MT,10:00 AM,BE 3202,Cancel 11/27,0,/,25,0,0,0,
4548,NUR 220  01,HEALTH PROM/MANAGING CAR,2,MT,10:00 AM,BE 3201,Cornutt ,44,/,25,0,5.9,5.5,
4550,NUR 291  01,ADN PROG STUDY GROUP V,2,MT,12:00 PM,BE 3201,"Cornutt, l. ",22,/,25,0,2.9,2.7,
4551,NUR 291  02,ADN PROG STUDY GROUP V,2,MT,12:00 PM,BE 3202,STAFF,0,/,25,0,0,0,
2892,PEC 130  01,BEGINNING BASKETBALL,2,MWF,11:00 AM,SAC0301,"Gittins,boyd",26,/,25,1,3.5,2.3,
2894,PEC 131  01,BEG WEIGHT TRAINING,2,TTh,10:30 AM,SAC0154,Murphy ,29,/,25,3,3.9,3.3,
2896,PEC 136  02,YOGA,2,TTh,10:30 AM,SAC0207,"Sand,beth ",32,/,25,6,4.3,3.7,
2895,PEC 136  01,YOGA,2,TTh,9:00 AM,SAC0207,"Sand,beth ",29,/,25,2,3.9,2.1,
2898,PEC 136  04,YOGA,2,TTh,6:00 PM,SAC0207,"Sand, b. ",25,/,25,4,3.3,2.4,
2897,PEC 136  01,YOGA,2,TTh,1:00 PM,SAC0207,"Sand,beth ",31,/,25,7,4.1,2.8,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
2899,PEC 150  01,PHYSICAL FITNESS,2,TTh,1:00 PM,SAC0301,Murphy ,26,/,25,1,3.5,2.9,
2901,PEC 165  01,BODY CONDITIONING,2,TTh,9:00 AM,SAC0301,Murphy ,26,/,25,2,3.5,2.5,
938,PHIL&101  03,INTRO TO PHILOSOPHY,5,TTh,6:00 PM,FA 0302,"Horton, m. ",28,/,35,0,9.3,6.7,
936,PHIL&101  01,INTRO TO PHILOSOPHY,5,DAILY,10:00 AM,FA 0406,"Curtis, rich",31,/,35,1,10.3,8.3,
937,PHIL&101  02,INTRO TO PHILOSOPHY,5,TTh,12:00 PM,FA 0302,"Horton, m. ",34,/,35,5,11.3,9.3,
950,PHIL&106  01,INTRO TO LOGIC,5,DAILY,9:00 AM,BE 4135,"Harms, w. ",26,/,25,0,8.7,7.7,
952,PHIL&106  03,INTRO TO LOGIC,5,TTh,2:40 PM,FA 0302,"Horton, m. ",22,/,25,0,7.3,4.7,
951,PHIL&106  02,INTRO TO LOGIC,5,DAILY,11:00 AM,FA 0406,"Curtis, rich",32,/,25,1,10.7,9,
953,PHIL&106  04,INTRO TO LOGIC,5,MW,6:00 PM,FA 0302,"Horton, m. ",20,/,25,2,6.7,3.3,
9150,PHIL&106  OL,INTRO TO LOGIC,5,Online,-,-,"Hickox,chad ",22,/,25,6,7.3,7,
954,PHIL 160  01,PHILOSPHY OF SCIENCE,5,DAILY,11:00 AM,BE 3199,"Harms, w. ",28,/,35,0,9.3,8.3,
972,PHIL 298  01,SPECIAL TOPICS - PHIL,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
973,PHIL 299  01,SPECIAL PROBLEMS - PHIL,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
3473,PHO 112  01,CAMERA TECHNIQUES II,3,M,9:00 AM,BE 5150,"Milne,robert",30,/,30,0,6,6,
3476,PHO 122  01,LIGHTING TECHNIQUES II,3,T,9:00 AM,BE 5150,"Tomas, a. ",30,/,30,0,6,6,
3480,PHO 132  01,DIGITAL DARKROOM TECH.,3,W,9:00 AM,BE 5150,"Milne,robert",30,/,30,0,6,6,
3477,PHO 142  01,DIGITAL IMAGING,3,Th,9:00 AM,BE 5104,"Tomas, a. ",31,/,30,0,6.2,6.2,
7920,PHO 197  01,WORK EXP:PHOTOGRAPHY,5,Arr,AR:R M,-,"Kato, karen ",0,/,20,0,0,0,
3483,PHO 215  01,ADVERTISING PRODUCTION,4,W,9:00 AM,BE 5148,"Tomas, a. ",26,/,30,0,6.9,6.9,
3488,PHO 225  01,CONCEPTUAL DEVELOPMENT,3,M,9:00 AM,BE 5148,"Tomas, a. ",26,/,30,0,5.2,5.2,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
3492,PHO 235  01,PRO BUSINESS PRACTICES 2,3,F,9:00 AM,BE 5150,"Freeman, d. ",26,/,30,0,5.2,5.2,
3497,PHO 245  01,NEW MEDIA,4,Th,9:00 AM,BE 5148,"Milne,robert",26,/,30,0,6.9,6.9,
3494,PHO 255  01,PORTFOLIO II,4,T,9:00 AM,BE 5148,"Milne,robert",26,/,30,0,6.9,6.9,
1385,PHYS&100  01,PHYSICS NON-SCI MAJORS,5,DAILY,11:00 AM,SAM0205,Wellman ,41,/,32,4,13.7,3,
1390,PHYS&114  01,GENERAL PHYS I W/LAB,5,TW,1:00 PM,SAM0206,"Waterbury, m",29,/,24,2,9.7,5,
1394,PHYS&115  01,GENERAL PHYS II W/LAB,5,MWThF,12:00 PM,SAM0202,Wellman ,28,/,24,2,9.3,7.3,
1400,PHYS&221  01,Q-ENGINEERING PHYSICS I,5,MWThF,8:00 AM,SAM0206,Lepeintre ,30,/,24,1,10,5.7,
1401,PHYS&222  01,Q-ENGINEERING PHYSICS II,5,MTThF,10:00 AM,SAM0206,"Faust, d. ",18,/,24,0,6,4.3,
1402,PHYS&222  02,Q-ENGINEERING PHYSICS II,5,MTThF,11:00 AM,SAM0206,"Heller,r. ",28,/,24,2,9.3,5,
1406,PHYS&222  2A,Q-ENGINEERING PHYSICS II,5,MTThF,11:00 AM,SAM0206,Cancel jul16,0,/,13,0,0,0,
1405,PHYS&222  03,Q-ENGINEERING PHYSICS II,5,MTThF,12:00 PM,SAM0206,Cancel jul16,0,/,24,0,0,0,
1403,PHYS&222  03,Q-ENGINEERING PHYSICS II,5,MTThF,12:00 PM,SAM0206,Heller ,29,/,24,3,9.7,5.3,
1407,PHYS 298  01,SPEC TOP: ENGR WEBSITE,1,Arr,AR:R M,ARR,Cancel jul17,0,/,3,0,0,0,
1419,PHYS 299  221,PHYSICS 221 STUDY SKILLS,1,Arr,AR:R M,ARR,Cancel jul17,0,/,5,0,0,0,
1418,PHYS 299  01,INDEPENDENT STUDY,5,Arr,AR:R M,SAM0110,STAFF,0,/,5,0,0,0,
1420,PHYS 299  222,PHYSICS 222 STUDY SKILLS,1,Arr,AR:R M,ARR,Cancel jul17,0,/,5,0,0,0,
1589,POLS&101  01,INTRO POLITICAL SCIENCE,5,DAILY,8:00 AM,BE 4118,Livingston ,31,/,35,0,10.3,7.7,
1590,POLS&101  02,INTRO POLITICAL SCIENCE,5,DAILY,9:00 AM,BE 4118,Livingston ,35,/,35,2,11.7,8.7,
1595,POLS&202  02,AMERICAN GOVERNMENT,5,MW,6:00 PM,BE 4160,"Bonsu, osei ",21,/,35,0,7,2.7,
1593,POLS&202  01,AMERICAN GOVERNMENT,5,DAILY,10:00 AM,BE 4118,Livingston ,41,/,35,0,13.7,6.7,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1596,POLS&202  03,AMERICAN GOVERNMENT,5,DAILY,10:00 AM,BE 4185,"Esch, thomas",31,/,35,0,10.3,6.3,
1607,POLS&203  02,INTERNATIONAL RELATIONS,5,DAILY,11:00 AM,BE 4143,"Zouari,jawed",32,/,35,1,10.7,6.3,
1606,POLS&203  01,INTERNATIONAL RELATIONS,5,DAILY,10:00 AM,BE 4143,"Zouari,jawed",33,/,35,1,11,7,
1609,POLS 255  01,GOV/POLITICS MIDDLE EAST,5,DAILY,12:00 PM,,Cancel/dec ,0,/,35,0,0,0,
1613,POLS 298  01,INDEPENDENT STUDY - POL,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
1619,PSYC&100  03,GENERAL PSYCHOLOGY,5,DAILY,10:00 AM,BE 4122,"Jeffreys, c.",48,/,35,4,16,10,
1624,PSYC&100  08,GENERAL PSYCHOLOGY,5,DAILY,2:00 PM,BE 4159,"Iannone,jeff",28,/,35,4,9.3,6.7,
1617,PSYC&100  01,GENERAL PSYCHOLOGY,5,DAILY,8:00 AM,BE 4105,"Higdon, d. ",36,/,35,1,12,10,
1623,PSYC&100  07,GENERAL PSYCHOLOGY,5,DAILY,1:00 PM,FA 0125,"Leeson, c. ",42,/,35,2,14,6.3,
1625,PSYC&100  09,GENERAL PSYCHOLOGY,5,DAILY,12:00 PM,BE 4143,"John, esther",22,/,35,2,7.3,6,
1626,PSYC&100  10,GENERAL PSYCHOLOGY,5,DAILY,12:00 PM,FA 0406,"Jeffreys, c.",39,/,35,4,13,9,
1620,PSYC&100  04,GENERAL PSYCHOLOGY,5,DAILY,12:00 PM,BE 4138,"Archibald,c.",35,/,35,5,11.7,5,
1622,PSYC&100  06,GENERAL PSYCHOLOGY,5,TTh,6:00 PM,BE 4122,Pitkanen ,34,/,35,0,11.3,9,
1618,PSYC&100  02,GENERAL PSYCHOLOGY,5,DAILY,9:00 AM,BE 4160,"Archibald,c.",38,/,35,3,12.7,6.7,
1621,PSYC&100  05,GENERAL PSYCHOLOGY,5,MW,6:00 PM,BE 4166,"Molina, y. ",28,/,35,3,9.3,9,
9152,PSYC&100  OL,GENERAL PSYCHOLOGY,5,Online,-,-,"Richards, a.",26,/,25,4,8.7,7.3,
1630,PSYC 120  IP,S-PSYCHOLOGY OF ADJUSTME,3,TWTh,10:00 AM,BE 3212,"Smith, brian",35,/,35,0,7,0,
1632,PSYC&200  01,LIFESPAN PSYCHOLOGY,5,DAILY,8:00 AM,BE 4122,"Jeffreys, c.",41,/,35,4,13.7,11.7,
1633,PSYC&200  02,LIFESPAN PSYCHOLOGY,5,DAILY,11:00 AM,BE 4122,"Tyler,kelsey",39,/,35,2,13,7.3,
9168,PSYC&220  OL,ABNORMAL PSYCHOLOGY,5,Online,-,-,"Ryan,heather",19,/,25,1,6.3,6,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1640,PSYC&220  01,ABNORMAL PSYCHOLOGY,5,DAILY,9:00 AM,BE 4122,Jeffreys ,33,/,35,1,11,9,
1645,PSYC 222  01,SURVEY OF PHYSIOL. PSYCH,5,DAILY,11:00 AM,BE 4160,"Batt, carol ",38,/,35,6,12.7,7.3,
1651,PSYC 240  01,PSYCH OF HUMAN RELATIONS,3,TTh,7:15 AM,WCM0000,"Lockman,mary",27,/,25,0,5.4,5.4,
1655,PSYC 257  01,PSYCHOLOGY OF GENDER,5,DAILY,10:00 AM,BE 4160,"Archibald,c.",37,/,35,3,12.3,8.7,
1671,PSYC 298  01,INDIVIDUAL STUDY - PSYCH,1,Arr,AR:R M,BE 4128,"Lane,bradley",2,/,1,0,0.7,0.7,
3790,RCP 120  05,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,"Morris,craig",4,/,4,0,1.1,1.1,
3794,RCP 120  06,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,"Gray, kevin ",4,/,4,0,1.1,1.1,
3796,RCP 120  07,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,Cancel/jan12,0,/,4,0,0,0,
3788,RCP 120  03,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,"Barbee,debi ",4,/,4,0,1.1,1.1,
3789,RCP 120  04,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,"Moore, tom ",4,/,4,0,1.1,0.8,
3787,RCP 120  02,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,Luksich ,4,/,4,0,1.1,0.5,
3786,RCP 120  01,CLINICAL PRACTICE I,4,MThF,7:00 AM,-,Mahoney ,2,/,4,0,0.5,0.5,
3791,RCP 123  01,PATHO FOR RESP CARE I,1,W,9:00 AM,BE 3209,"Goglia, fred",22,/,28,0,1.5,1.3,
3792,RCP 124  01,RESP. CARE FUND'S II,5,T,9:00 AM,BE 3189,Mahoney ,10,/,14,0,3.3,3.3,
3795,RCP 124  02,RESP. CARE FUND'S II,5,T,9:00 AM,BE 3189,Mahoney ,12,/,14,0,4,3,
3793,RCP 125  01,PHARM FOR RESP CARE I,1,T,11:00 AM,BE 3189,"Clark, j. ",22,/,28,0,1.5,1.3,
3831,RCP 260  01,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,"Goglia, fred",3,/,4,0,1.2,1.2,
3835,RCP 260  05,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,"Liu, ernest ",4,/,4,0,1.6,1.2,
3832,RCP 260  02,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,Mahoney ,4,/,4,0,1.6,1.6,
3833,RCP 260  03,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,"Aslin,doug ",4,/,4,0,1.6,1.6,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
3834,RCP 260  04,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,"Poffenroth,v",4,/,4,0,1.6,1.2,
3836,RCP 260  06,CLINICAL PRACTICE V,6,ThF,7:00 AM,-,Cancel/dec ,0,/,4,0,0,0,
3837,RCP 262  01,ENTRY LEVEL EXAM REVIEW,1,W,9:00 AM,BE 3196,"Clark, jen ",19,/,25,0,1.3,1.1,
3838,RCP 264  01,RESP CARE FUND'S VI,3,M,8:00 AM,BE 3189,"Clark, j. ",19,/,25,0,3.8,3.4,
3839,RCP 267  01,ADV MECHANICAL VENTILATI,2,M,9:30 AM,BE 3189,"Goglia, fred",19,/,25,0,2.5,2.3,
3840,RCP 299  01,IND STUDY IN RESP. CARE,1,Arr,AR:R M,ARR,"Goglia, fred",13,/,5,0,0.9,0.7,
7945,SAL 197  01,WORK EXP:SALES/MARKETING,8,Arr,AR:R M,-,"Kato, karen ",0,/,20,0,0,0,
7950,SCI 197  01,WORK EXP: SCIENCE,8,Arr,AR:R M,-,"Kato, karen ",1,/,20,0,0.1,0.1,
3854,SHS 100  01,INTRO TO HUMAN SERVICES,5,MW,3:00 PM,BE 3199,"Hunt,valerie",33,/,35,3,11,11,
3857,SHS 100  02,INTRO TO HUMAN SERVICES,5,MW,1:00 PM,,Cancel 11/2,0,/,35,0,0,0,
3859,SHS 103  02,SURVEY OF INSTITUTIONS,5,TTh,12:00 PM,,Cancel 11/02,0,/,30,0,0,0,
3855,SHS 103  01,SURVEY OF INSTITUTIONS,5,MW,6:00 PM,BE 3219,"Merrin, m. ",24,/,30,0,8,8,
3856,SHS 106  01,PRIN INTERVIEW & COUNSEL,5,MW,12:00 PM,BE 3199,"Merrin, m. ",32,/,30,1,10.7,10.7,
3858,SHS 108  01,GRP DYNAMICS & COUNSELNG,5,TTh,8:30 AM,BE 3199,"Merrin, m. ",26,/,35,0,8.7,8.3,
3860,SHS 150  01,HIV/AIDS WORKSHOP,1,F,12:00 PM,BE 3211,"Vanzo, pat ",25,/,35,2,1.7,1.7,
3883,SHS 200  01,THEORIES OF COUNSELING,4,MW,10:00 AM,BE 3199,Martin-water,13,/,30,0,3.5,3.2,
3862,SHS 210  01,MULTICULTURAL COUNSELING,3,Th,3:00 PM,BE 3199,"Vanzo, pat ",29,/,30,3,5.8,5.8,
3863,SHS 215  01,ADOLES. DEVELOP. & TREAT,5,MW,12:00 PM,BE 3219,"Rombouts, e.",27,/,30,2,9,9,
3861,SHS 225  01,RELAPSE PREVENTION,1,F,12:00 PM,BE 3211,"Rombouts, e.",33,/,35,5,2.2,2.2,
3864,SHS 226  01,ADOLESCENT ASSESSMENT,1,F,12:00 PM,,Cancel 7/12 ,0,/,30,0,0,0,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
3865,SHS 231  01,PHYSIO/PHARMACOLOGY,3,W,6:00 PM,BE 3199,"Rombouts, e.",30,/,35,0,6,5.6,
3867,SHS 232  01,CHEM. DEPNDCY & FAMILY,3,F,9:00 AM,BE 3199,"Rombouts, e.",31,/,30,2,6.2,6,
3869,SHS 233  01,CHEM DEPENDENCY COUNSEL,5,TTh,10:00 AM,BE 3219,"Rombouts, e.",22,/,30,0,7.3,7.3,
3872,SHS 235  02,INTRO TO CHEM. DEPENDCY,5,TTh,6:00 PM,BE 3199,"Smith,robyn ",17,/,30,0,5.7,5.7,
3871,SHS 235  01,INTRO TO CHEM DEPENDENCY,5,TTh,12:00 PM,BE,Cancel 7/12 ,0,/,30,0,0,0,
3878,SHS 250  01,CLIENT/COMMUNIT ADVOCACY,4,TTh,12:00 PM,BE 3199,Batayola ,21,/,30,0,5.6,5.3,
3879,SHS 265  01,MGT SKILLS IN HUMAN SRVS,5,TTh,3:00 PM,BE 3219,"Groeschell,b",16,/,30,0,5.3,5.3,
3880,SHS 270  01,LAW & ETHICS IN CHEM DEP,3,W,8:30 AM,BE 3189,"Vanzo, pat ",19,/,30,0,3.8,3.8,
3882,SHS 280  01,CHEM DEP CASE MANAGEMENT,3,T,6:00 PM,BE 3219,"Fair, timi ",23,/,30,0,4.6,4.4,
3886,SHS 297  10,HUM SVC WKSHP:SUICIDE MG,2,F,12:00 PM,BE 3211,Baltrussis ,26,/,30,0,3.5,3.1,
3893,SHS 297  06,HSW:JUVENILE JUSTICE,2,F,12:00 PM,BE 3199,Sala ,21,/,35,0,2.8,2.7,
3881,SHS 297  02,HSW: BUDGET & FINANCE,2,Sa,8:30 AM,,Cancel 11/1 ,0,/,35,0,0,0,
3889,SHS 297  01,HSW:PROFESSI DEVELOPMENT,2,Arr,AR:R M,BE 3220,Cancel20jul ,0,/,35,0,0,0,
3891,SHS 297  03,HSW:GRIEF AND LOSS,2,F,12:00 PM,BE 3199,Martin-water,25,/,35,0,3.3,3.3,
3892,SHS 297  05,HSW:PROGRAM DEVELOPMENT,2,Sa,8:00 AM,BE 3209,"Gephart,w. ",30,/,35,0,4,4,
3894,SHS 298  02,HSW;ALCOHOL DRUG INFORMA,3,F,12:00 PM,,Cancel 11/02,0,/,35,0,0,0,
3852,SHS 299  02,INDEPENDENT STUDY,5,Arr,AR:R M,BE 3220,"Rombouts, e.",1,/,5,0,0.1,0.1,
7505,SLN 105  01,SERVICE LRN: BUSINESS,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7506,SLN 106  01,SERVICE LRN: BUSINESS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7507,SLN 107  01,SERVICE LRN: BUSINESS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
7508,SLN 108  01,SERVICE LRN: BUSINESS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7510,SLN 110  01,SERVICE LRN:COMMUNICATIO,2,Arr,AR:R M,-,Gorman ,5,/,30,0,0.7,0.7,
7511,SLN 111  01,SERVICE LRN:COMMUNICATIO,2,Arr,AR:R M,-,Gorman ,3,/,30,0,0.4,0.4,
7512,SLN 112  01,SERVICE LRN:COMMUNICATIO,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0,0,
7513,SLN 113  01,SERVICE LRN:COMMUNICATIO,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7515,SLN 115  01,SERVICE LRN:ENGLISH,2,Arr,AR:R M,-,Gorman ,5,/,30,0,0.7,0.4,
7516,SLN 116  01,SERVICE LRN:ENGLISH,2,Arr,AR:R M,-,Gorman ,3,/,30,0,0.4,0.4,
7517,SLN 117  01,SERVICE LRN:ENGLISH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7518,SLN 118  01,SERVICE LRN:ENGLISH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7520,SLN 120  01,SERVICE LRN:HEALTH & HUM,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7521,SLN 121  01,SERVICE LRN:HEALTH & HUM,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7522,SLN 122  01,SERVICE LRN:HEALTH & HUM,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7523,SLN 123  01,SERVICE LRN:HEALTH & HUM,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7525,SLN 125  01,SERVICE LRN:HOS/CUL ARTS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7526,SLN 126  01,SERVICE LRN:HOS/CUL ARTS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7527,SLN 127  01,SERVICE LRN:HOS/CUL ARTS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7528,SLN 128  01,SERVICE LRN:HOS/CUL ARTS,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7530,SLN 130  01,SERVICE LRN:HUMANITIES,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7531,SLN 131  01,SERVICE LRN:HUMANITIES,2,Arr,AR:R M,-,Gorman ,2,/,30,0,0.3,0.3,
7532,SLN 132  01,SERVICE LRN:HUMANITIES,2,Arr,AR:R M,-,Gorman ,4,/,30,0,0.5,0.5,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
7533,SLN 133  01,SERVICE LRN:HUMANITIES,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7535,SLN 135  01,SERVICE LRN:INTERNATIONA,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7536,SLN 136  01,SERVICE LRN:INTERNATIONA,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7537,SLN 137  01,SERVICE LRN:INTERNATIONA,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7538,SLN 138  01,SERVICE LRN:INTERNATIONA,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7540,SLN 140  01,SERVICE LRN:LAN & CUL,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7541,SLN 141  01,SERVICE LRN:LAN & CUL,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7542,SLN 142  01,SERVICE LRN:LAN & CUL,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7543,SLN 143  01,SERVICE LRN:LAN & CUL,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7545,SLN 145  01,SERVICE LRN:MATH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7546,SLN 146  01,SERVICE LRN:MATH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7547,SLN 147  01,SERVICE LRN:MATH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7548,SLN 148  01,SERVICE LRN:MATH,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7550,SLN 150  01,SERVICE LRN: SCIENCE,2,Arr,AR:R M,-,Gorman ,4,/,30,0,0.5,0.5,
7551,SLN 151  01,SERVICE LRN:SCIENCE,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7552,SLN 152  01,SERVICE LRN:SCIENCE,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7553,SLN 153  01,SERVICE LRN: SCIENCE,2,Arr,AR:R M,-,Gorman ,0,/,30,0,0,0,
7555,SLN 155  01,SERVICE LRN:SOCIAL SCIEN,2,Arr,AR:R M,-,Gorman ,1,/,30,0,0.1,0.1,
7556,SLN 156  01,SERVICE LRN:SOCIAL SCIEN,2,Arr,AR:R M,-,Gorman ,5,/,30,0,0.7,0.3,
7557,SLN 157  01,SERVICE LRN:SOCIAL SCIEN,2,Arr,AR:R M,-,Gorman ,4,/,30,0,0.5,0.4,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
7558,SLN 158  01,SERVICE LRN:SOCIAL SCIEN,2,Arr,AR:R M,-,Gorman ,2,/,30,0,0.3,0.3,
9154,SOC& 101  OL,INTRO TO SOCIOLOGY,5,Online,-,-,"Oka,kayleen ",25,/,25,7,8.3,7,
1685,SOC& 101  01,INTRO TO SOCIOLOGY,5,DAILY,8:00 AM,BE 4160,"Furuta,scott",25,/,35,1,8.3,6,
1686,SOC& 101  02,INTRO TO SOCIOLOGY,5,DAILY,9:00 AM,BE 4144,"Hinckley, g.",33,/,35,3,11,5.3,
1688,SOC& 101  04,INTRO TO SOCIOLOGY,5,TTh,12:00 PM,BE 4185,"Guthrie,erin",32,/,35,0,10.7,9,
1689,SOC& 101  05,INTRO TO SOCIOLOGY,5,TTh,6:00 PM,BE 4167,"Hornbeck, m.",34,/,35,5,11.3,5,
1684,SOC& 101  06,INTRO TO SOCIOLOGY,5,DAILY,1:00 PM,BE 3212,"Miller,brook",34,/,35,0,11.3,7.3,
1687,SOC& 101  03,INTRO TO SOCIOLOGY,5,DAILY,10:00 AM,BE 4144,"Furuta,scott",31,/,35,6,10.3,7,
1690,SOC 102  IP,INTRO AMERICAN CULTURE,5,DAILY,3:00 PM,BE 4166,"Guthrie,erin",32,/,35,0,10.7,0,
1694,SOC 150  01,RACE & ETHNIC RELATIONS,5,DAILY,11:00 AM,BE 4144,"Hinckley, g.",30,/,35,3,10,8,
1697,SOC& 201  01,SOCIAL PROBLEMS,5,MW,12:00 PM,BE 4135,"Oka,kayleen ",33,/,35,0,11,10,
1718,SOC 298  01,SPECIAL TOPICS - SOC,5,Arr,AR:R M,BE 4128,"Lane,bradley",1,/,5,0,0.1,0.1,
1719,SOC 299  01,SPECIAL PROBLEMS - SOC,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
248,SPAN&121  01,SPANISH I,5,DAILY,8:00 AM,BE 4171,Robertson ,27,/,30,4,9,7.3,
249,SPAN&121  02,SPANISH I,5,DAILY,12:00 PM,BE 4122,"Quintero, d.",32,/,30,6,10.7,9,
250,SPAN&121  03,SPANISH I,5,MW,6:00 PM,BE 4171,Quintana ,28,/,30,4,9.3,5.7,
251,SPAN&122  01,SPANISH II,5,DAILY,9:00 AM,BE 4175,Robertson ,34,/,30,0,11.3,9.7,
